,Headline,Date,Stock,Neutral,Positive,Negative
5801,general mills shares are trading higher after the company reported betterthanexpected q3 eps and revenue results,2019-03-20,GIS,6.621632575587455e-09,1.0,5.922550783132863e-10
5802,general mills sees adj eps flat to up 1,2019-03-20,GIS,0.5935555696487427,0.00370103120803833,0.402743399143219
5803,general mills inc q3 adj eps 083 beats 069 estimate sales 42b beat 419b estimate,2019-03-20,GIS,5.099675348674282e-08,1.0,9.841451209524621e-09
5804,7 stocks to watch for march 20 2019,2019-03-20,GIS,0.9999779462814331,5.541092491512245e-07,2.1506786652025767e-05
5805,earnings scheduled for march 20 2019,2019-03-20,GIS,0.9999954700469971,1.8322830896977393e-07,4.339678071119124e-06
5806,deutsche bank upgrades general mills says blue buffalo acquisition underappreciated,2019-03-14,GIS,0.26709917187690735,0.7015615105628967,0.031339310109615326
5807,deutsche bank upgrades general mills to buy raises price target to 54,2019-03-14,GIS,1.2508257896115538e-05,0.9999867677688599,7.583237788821862e-07
5808,shares of packaged food companies are trading lower after kraft heinz missed q4 earnings estimates kraft also reported an sec subpoena into its procurement area but this news appears company specific and it is unclear if this affects its peer companies,2019-02-22,GIS,1.145206397268339e-06,4.858603119828331e-07,0.9999983310699463
5809,general mills shares are trading lower in sympathy to kraft heinz which announced worse than expected 2019 guidance and lowered its dividend,2019-02-22,GIS,3.889373800802787e-08,1.2513185083662393e-06,0.9999986886978149
5810,general mills reaffirms fy19 guidance,2019-02-19,GIS,0.9995920062065125,0.0003192611038684845,8.880232780938968e-05
5811,update general mills sees incurring 130m net expenses related to restructuring,2019-02-15,GIS,0.9995713829994202,2.356239565415308e-05,0.0004050024726893753
5812,update general mills to close carson california yogurt manufacturing facility,2019-02-15,GIS,0.999873161315918,2.995241175085539e-06,0.00012382112618070096
5813,general mills 8k shows board approved restructuring plan aimed at driving efficiencies in targeted areas of our global supply chain by consolidating production and optimizing our labor logistics and manufacturing platforms,2019-02-15,GIS,0.25280502438545227,0.7450462579727173,0.002148669445887208
5814,some traders attributing upside in general mills to questionable takeover chatter,2019-01-25,GIS,0.00020817034237552434,2.0814741219510324e-05,0.9997710585594177
5815,general mills option alert feb 15 45 calls at the ask 1241  082 vs 3031 oi earnings 320 before open est ref43985,2019-01-25,GIS,0.999961256980896,9.882753602141747e-07,3.782892235904001e-05
5816,general mills shares over last few mins rebound from 4360 level on heavy volume stock touched high over 4420 before pulling back from session high now flirting with 44 level,2019-01-25,GIS,0.002968640299513936,0.9968001842498779,0.00023111536575015634
5817,benzingas top upgrades downgrades for january 23 2019,2019-01-23,GIS,0.9998986721038818,2.0278466763556935e-06,9.9348442745395e-05
5818,guggenheim initiates coverage on general mills with buy rating announces 49 price target,2019-01-23,GIS,8.121069186017849e-07,0.9999991655349731,2.495727358109434e-08
5819,stocks trading ex dividend for wed jan 9 2019,2019-01-09,GIS,0.9999781847000122,5.7122349517158e-07,2.1220743292360567e-05
5820,stocks that will be trading ex dividend wed jan 9 2019,2019-01-08,GIS,0.9999756813049316,1.028061433316907e-06,2.3216571207740344e-05
5821,truckers general mills feeding america look to rescue good food from a bad end,2019-01-03,GIS,0.0002912447671405971,0.9673470258712769,0.03236168622970581
5822,northcoast research upgrades generac holdlings inc common stock to buy announces 70 price target,2019-05-03,GNRC,6.444165774155408e-05,0.9999346733093262,8.044750643421139e-07
5823,update generac raises fy19 sales guidance from 37 year over year to 59,2019-05-02,GNRC,0.1794867068529129,0.8200951218605042,0.000418148934841156
5824,generac raises fy19 guidance,2019-05-02,GNRC,7.616133370902389e-05,0.999923586845398,2.3621687716968154e-07
5825,generac holdings q1 eps 091 beats 078 estimate sales 470353m beat 45113m estimate,2019-05-02,GNRC,3.228984439829219e-07,0.9999996423721313,4.716336832188972e-08
5826,generac buys battery storage manufacturer pika energy,2019-04-29,GNRC,0.9999053478240967,7.5747320806840435e-06,8.706419612281024e-05
5827,generac acquires pika energy terms not discolsed,2019-04-29,GNRC,0.9999485015869141,2.0304762074374594e-05,3.1215800845529884e-05
5828,generac acquires neurio technology terms not disclosed,2019-03-13,GNRC,0.9999693632125854,6.208254490047693e-06,2.4445685994578525e-05
5829,generac reports q4 adj eps of 142 vs 139 estimate reports q4 revenues of 5634 mln vs 55269 mln guides fy19 revenue of 37 percent to approx 20842165 bln vs 204 bln estimate,2019-02-14,GNRC,0.9999887943267822,9.895772564050276e-06,1.2924621159982053e-06
5830,earnings scheduled for february 14 2019,2019-02-14,GNRC,0.9999967813491821,9.874384687691418e-08,3.0788023650529794e-06
5831,william blair downgrades generac holdings to market perform,2019-02-06,GNRC,0.4407346248626709,0.0710875615477562,0.4881778359413147
5832,slack dpo and direct listings considerations for investors,2019-05-31,GOOG,0.9869722723960876,3.347088204463944e-05,0.012994276359677315
5833,many megacap stocks trading lower following a tweet from president trump late thursday the us will impose a 5 percent tariff on goods from mexico,2019-05-31,GOOG,0.34091025590896606,0.0001944729156093672,0.6588952541351318
5834,google takes measures to restrict marijuana sales,2019-05-30,GOOG,0.25849467515945435,0.0005859223892912269,0.7409194111824036
5835,huawei woes could be a boon for this etf,2019-05-29,GOOG,0.0008717566961422563,0.00046349523472599685,0.9986647367477417
5836,charlottes web says friday tsx listing a milestone for the overall industry,2019-05-29,GOOG,7.992350106178492e-07,0.9999990463256836,8.534169637641753e-08
5837,shares of several technology companies are trading lower with the overall us market as uschina trade tensions continue to concern investors,2019-05-29,GOOG,5.784625045635039e-06,4.068092209763563e-07,0.9999938011169434
5838,incoming walmart cto kumar has google amazon on résumé,2019-05-28,GOOG,0.9999668598175049,1.726438540572417e-06,3.147999450447969e-05
5839,analyst huawei blacklist is 400m risk for google,2019-05-24,GOOG,6.1868213379057124e-06,7.934855261737539e-07,0.9999929666519165
5840,shares of technology companies are trading lower with the overall market which has been relatively rangebound over the last 13 sessions the technology sector is the second worst performing today,2019-05-23,GOOG,1.393482307321392e-07,4.989129251953273e-07,0.9999994039535522
5841,facebook and google are americas biggest competitive advantage says mark cuban yahoo finance,2019-05-23,GOOG,2.8501961423899047e-05,0.9999669790267944,4.489073035074398e-06
5842,eurusd five reasons for the downfall,2019-05-23,GOOG,0.012876748107373714,3.843838840111857e-06,0.9871194362640381
5843,ideaya biosciences ipo what you need to know,2019-05-22,GOOG,0.9995410442352295,1.0978934369632043e-05,0.0004480306524783373
5844,eu regulator launches probe into google over data privacy cnbc,2019-05-22,GOOG,0.998110294342041,2.386252708674874e-05,0.001865746104158461
5845,eurusd three reasons to favor the downside,2019-05-22,GOOG,0.05598354712128639,0.007672511041164398,0.9363439679145813
5846,step aside china earnings dominate with target impressing but lowes nordstrom not,2019-05-22,GOOG,0.1942588835954666,0.029590271413326263,0.7761508226394653
5847,qualcomm reports snapdragon xr1 platform will power glass enterprise edition 2 from google,2019-05-22,GOOG,0.24491339921951294,0.7549650073051453,0.00012159726611571386
5848,huawei extension alphabet decision to work with company appear to support stocks,2019-05-21,GOOG,0.5922164916992188,0.40747809410095215,0.000305412890156731
5849,huawei will consider rivals to googles android system,2019-05-21,GOOG,0.9999831914901733,6.150698936835397e-06,1.0622428817441687e-05
5850,a huawei senior exec says co working closely with google to resolve us ban,2019-05-21,GOOG,0.9999351501464844,1.634232103242539e-05,4.8528043407713994e-05
5851,glass enterprise edition 2 faster and more helpful earlier blog post from googles the keyword,2019-05-20,GOOG,0.0006822104915045202,0.9993176460266113,1.7223592863047088e-07
5852,intel other chipmakers under pressure amid huawei fallout,2019-05-20,GOOG,5.492361196957063e-07,3.831985395663651e-06,0.9999955892562866
5853,google has agreed to refund advertisers following suite related to fraud scheme,2019-05-17,GOOG,0.987195611000061,0.0007461157510988414,0.012058205902576447
5854,nasdaq defaanged,2019-05-17,GOOG,0.9997970461845398,0.00016992365999612957,3.297722287243232e-05
5855,q1 13f roundup how buffett einhorn ackman and others adjusted their portfolios,2019-05-17,GOOG,0.9999309778213501,4.520148308984062e-07,6.858968117740005e-05
5856,shares of many technology companies are trading higher after president trump signed an executive order giving the government the authority to block technology companies deemed a national security threat from selling to the us,2019-05-16,GOOG,0.8177385330200195,0.15483254194259644,0.02742890827357769
5857,cisco walmart earnings brighten market sentiment even as us targets huawei,2019-05-16,GOOG,3.0208113344087906e-08,0.9999997615814209,1.7996738677084068e-07
5858,13f from soros shows new stake in adobe lyft liquidated positions in amazon alphabet kraft heinz,2019-05-15,GOOG,0.9998335838317871,1.1268892194493674e-05,0.00015510612865909934
5859,analyst google assistant could boost sonos speaker sales,2019-05-15,GOOG,1.5412011578064266e-07,0.9999998807907104,4.6993107183368465e-09
5860,google says become aware of an issue that affects the bluetooth low energy version of the titan security key available in the us,2019-05-15,GOOG,0.3300991356372833,2.901863081206102e-05,0.6698718070983887
5861,shares of several important consumer technology mega cap companies trading higher with the broader stock market these stocks were under pressure over the last couple weeks as concerns with us china trade talks weighed,2019-05-15,GOOG,5.990070235384337e-07,1.183434869744815e-05,0.9999876022338867
5862,cooperman 13f shows new 109k share stake in alphabet,2019-05-15,GOOG,0.9999655485153198,3.7804252315254416e-06,3.058235233766027e-05
5863,deutsche bank more bullish on google with new blockbuster ad possibilities,2019-05-15,GOOG,4.071724106324837e-06,0.9999958276748657,9.770808873099668e-08
5864,deutsche bank maintains buy on alphabet inc  class c capital stock raises price target to 14k,2019-05-15,GOOG,4.807598088518716e-06,0.9999949932098389,2.0466156058773777e-07
5865,fast money traders share the stocks to buy on the dip,2019-05-14,GOOG,0.1467086672782898,0.8479112982749939,0.005380056332796812
5866,exclusive india orders antitrust probe of google for alleged android abuse  sources earlier article from reuters,2019-05-10,GOOG,0.9923956394195557,0.00012144690117565915,0.007482912391424179
5867,shares of several technology stocks are trading lower on continued concern of china trade negotiations china has become firmer in its stance and negotiations are set to continue next thursday with expectations now being more uncertain,2019-05-09,GOOG,2.809258603519993e-07,1.543352396993214e-07,0.9999995231628418
5868,google ceo says privacy should be equally available to all in nyt oped,2019-05-08,GOOG,0.999994158744812,2.481472847648547e-06,3.2905602438404458e-06
5869,googles subscription music services are struggling to grow almost a year into a revamp of its flagship youtube music,2019-05-08,GOOG,1.108968064045257e-07,3.6980431161737215e-08,0.9999998807907104
5870,criteo 8k shows comment on recent google chrome news,2019-05-08,GOOG,0.9999833106994629,6.261680596253427e-07,1.607142257853411e-05
5871,the cortexyme ipo what you need to know,2019-05-08,GOOG,0.9983805418014526,2.122534715454094e-05,0.001598210888914764
5872,opinion  the risks facing uber ahead of its ipo,2019-05-07,GOOG,0.0004890639102086425,1.2397123100527097e-05,0.9994984865188599
5873,google launches pixel 3a smartphone starts at 399 will be sold at verizon tmobile sprint us cellular stores co continues to talk with att about selling the phone,2019-05-07,GOOG,0.9999986886978149,1.3240205021247675e-07,1.203345618705498e-06
5874,alphabets google to launch 3d augmented reality effects in mobile search results,2019-05-07,GOOG,0.9792104363441467,0.020701700821518898,8.791642176220194e-05
5875,stocks chopped around last week as the intermediate market cycle winds down,2019-05-06,GOOG,0.0006116987788118422,1.3223458154243417e-05,0.99937504529953
5876,ubs says alphabet wellpositioned for local ads,2019-05-06,GOOG,9.372308340971358e-06,0.9999904632568359,8.859933586791158e-08
5877,benzingas bulls  bears of the week apple disney ge sprint and more,2019-05-05,GOOG,0.9999535083770752,8.875611001712969e-07,4.5661814510822296e-05
5878,heavy on alphabet and facebook this etf earns a neutral rating,2019-05-03,GOOG,0.0031668858136981726,0.006465130485594273,0.9903680086135864
5879,learn about the everything store to the everything company the amazon story according to brad stone – at transparency19,2019-05-02,GOOG,0.9999849796295166,8.101023922790773e-06,6.907176612003241e-06
5880,google says will political advertising in transparency report to show voters who is purchasing election ads in eu how much money is being spent,2019-05-02,GOOG,0.9999762773513794,6.678852173536143e-07,2.2967295080889016e-05
5881,update googles youtube manually reviewed 1m suspected terrorist videos in first 3 months of 2019 said 90k videos manually reviewed violated its terrorism policy,2019-05-02,GOOG,0.42064589262008667,0.0022000176832079887,0.5771540999412537
5882,letter to congress shows alphabets google spends hundreds of millions of dollars annually on content review policies,2019-05-02,GOOG,0.9999957084655762,7.337382612604415e-08,4.116883701499319e-06
5883,great technology is how amd differentiates itself ceo tells cramer,2019-05-02,GOOG,9.085261990549043e-05,0.999881386756897,2.7755322662414983e-05
5884,fireeye analysts have tepid reaction to mixed q1,2019-05-01,GOOG,5.030474312661681e-06,9.312677775596967e-07,0.9999940395355225
5885,cramer blasts alphabet earnings praises apple,2019-05-01,GOOG,0.9994446635246277,9.753654740052298e-05,0.00045772548764944077
5886,fed day underway but focus might be on apple as results get positive read,2019-05-01,GOOG,0.9968008995056152,0.0012145772343501449,0.001984537113457918
5887,alphabets eric schmidt diane greene to leave board this june,2019-05-01,GOOG,0.9984340071678162,3.779981170737301e-06,0.0015622304053977132
5888,68 biggest movers from yesterday,2019-05-01,GOOG,0.9789122939109802,0.001829561311751604,0.0192581657320261
5889,gilead reports cfo robin washington to step down was named to alphabets board,2019-04-30,GOOG,0.9999750852584839,5.66494087195224e-08,2.485834738763515e-05
5890,joe montanabacked herb relaunches website to focus on education information,2019-04-30,GOOG,0.9999892711639404,1.6972226148936898e-06,9.091533684113529e-06
5891,investors punish alphabets stock after concerning quarter,2019-04-30,GOOG,0.304727703332901,3.996503437520005e-06,0.6952682733535767
5892,50 stocks moving in tuesdays midday session,2019-04-30,GOOG,0.9999978542327881,6.808684815950983e-08,2.06307186090271e-06
5893,alphabet revenue disappoints ahead of apple earnings after the bell,2019-04-30,GOOG,8.071449997260061e-07,4.201287538307952e-06,0.9999949932098389
5894,stalled revenue growth inspires stifel to downgrade google,2019-04-30,GOOG,2.698682806112629e-07,4.7286685003200546e-05,0.9999524354934692
5895,30 stocks moving in tuesdays premarket session,2019-04-30,GOOG,0.9999982118606567,8.066231771408638e-08,1.6520043573109433e-06
5896,alphabet shares are trading lower after the company reported worsethanexpected q1 sales,2019-04-30,GOOG,1.0926203053429617e-08,1.9910633000108646e-06,0.9999979734420776
5897,a peek into the markets us stock futures mixed ahead of earnings fed meeting,2019-04-30,GOOG,0.0780077800154686,6.068772199796513e-05,0.9219315052032471
5898,15 stocks to watch for april 30 2019,2019-04-30,GOOG,0.9999828338623047,2.617269956317614e-07,1.6953716112766415e-05
5899,7 stocks moving in mondays afterhours session,2019-04-29,GOOG,0.9999990463256836,1.543151455507541e-07,8.467816314805532e-07
5900,alphabet shares fall after q1 sales miss,2019-04-29,GOOG,9.875533635295142e-08,3.088250878136023e-06,0.9999967813491821
5901,drones – a viable last mile delivery solution,2019-04-29,GOOG,0.010207676328718662,0.989507257938385,0.0002851200697477907
5902,alphabet inc to report q1 results after the closing bell co historically issues its report before 405 pm et,2019-04-29,GOOG,0.999920129776001,1.5451405488420278e-06,7.82905553933233e-05
5903,spotify hits 100m premium subs buckingham sees 20 upside,2019-04-29,GOOG,3.4474278436391614e-06,0.9999872446060181,9.317985131929163e-06
5904,raymond james maintains outperform 13k target on alphabet ahead of cos q1 given solid continued advertising growth for both search and youtube increasing google cloud traction and an attractive valuation 205x 2020 core eps ex cash,2019-04-29,GOOG,8.037855936393612e-10,1.0,7.967794202201617e-10
5905,this week market eyes china talks fed meeting as earnings continue,2019-04-29,GOOG,0.999862790107727,3.740550710062962e-06,0.00013354196562431753
5906,us supreme court has asked trump admin to weigh in on whether to hear google appeal in copyright dispute with oracle,2019-04-29,GOOG,0.9971717000007629,5.430736564449035e-06,0.002822805428877473
5907,a peek into the markets us stock futures edge lower alphabet earnings in focus,2019-04-29,GOOG,0.0023830351419746876,3.7585738027701154e-05,0.9975793957710266
5908,8 stocks to watch for april 29 2019,2019-04-29,GOOG,0.9999871253967285,3.0320194355226704e-07,1.248708304046886e-05
5909,earnings scheduled for april 29 2019,2019-04-29,GOOG,0.9999979734420776,9.888721308470849e-08,1.9245503608544823e-06
5910,alphabets q1 report will show whether advertising trends pick up,2019-04-26,GOOG,0.03273923695087433,0.9650305509567261,0.0022301855497062206
5911,waymo is setting up a production facility in detroit to manufacture selfdriving cars,2019-04-24,GOOG,0.9999874830245972,3.9234342352756357e-07,1.2106708709325176e-05
5912,investor survey shows bullish sentiment on the rise but not for faang stocks,2019-04-24,GOOG,1.4458940711392643e-07,0.9999998807907104,9.342130624645506e-09
5913,facebook q1 earnings preview what the street expects,2019-04-23,GOOG,0.9993793964385986,0.00017494946951046586,0.0004456776368897408
5914,googles waymo to build autonomous vehicles in detroit,2019-04-23,GOOG,0.9998487234115601,8.914659701986238e-05,6.208236300153658e-05
5915,american axle shares spike 5 amid report googles waymo to partner with co for factory in detroit which will mass produce selfdriving cars,2019-04-23,GOOG,0.9692202210426331,0.02887066826224327,0.0019090455025434494
5916,googles spinoff wing is first to receive faa approval to deliver by drone,2019-04-23,GOOG,0.9161438345909119,0.08266273140907288,0.001193396863527596
5917,exuber exec talks companys roots path to profitability,2019-04-22,GOOG,0.15944354236125946,0.8395071625709534,0.0010492668952792883
5918,meetings are expensive but artificial intelligence might offer cheaper solutions,2019-04-22,GOOG,0.5240733027458191,0.012210780754685402,0.46371588110923767
5919,amazon google reports official youtube apps will launch on fire tv prime video app coming to chromecast android tv,2019-04-18,GOOG,0.9999721050262451,2.1810392354382202e-05,6.118546934885671e-06
5920,big tech to face antitrust law on user data in japan nikkei,2019-04-17,GOOG,0.785010576248169,0.0002981829165946692,0.21469126641750336
5921,google cloud says former sap cloud president robert enslin named president of global customer operations says current president paulhenri ferrand to take on new challenge at google,2019-04-17,GOOG,0.999776303768158,8.039631211431697e-06,0.0002156795671908185
5922,zoom video communications ipo what you need to know,2019-04-16,GOOG,0.9992011189460754,2.0456951460801065e-05,0.0007784416666254401
5923,waymo says waymos ridehailing app is now available on google play,2019-04-16,GOOG,0.999993085861206,6.873767688375665e-07,6.160046268632868e-06
5924,longbow turns bullish on western digital projects a line of sight to cyclical recovery,2019-04-15,GOOG,6.713235478628121e-08,0.9999998807907104,1.3985039792885345e-08
5925,a look at the dow and fang stocks in 2019,2019-04-11,GOOG,0.99998939037323,4.46391261732515e-08,1.05843719211407e-05
5926,discovery lands nine networks on youtube tv broadcasting cable,2019-04-10,GOOG,0.9999946355819702,1.2307422991852945e-07,5.26403800904518e-06
5927,updates to youtube tv more content and a new price youtube blog,2019-04-10,GOOG,0.9997759461402893,0.00016240582044702023,6.161131750559434e-05
5928,youtube tv membership which will be billed through apple will be 5499month,2019-04-10,GOOG,0.9999996423721313,1.829134710362723e-08,3.177514145136229e-07
5929,avaya highlights further integration with google cloud to fully leverage the ai and cloud capabilities of both companies,2019-04-10,GOOG,0.9920917749404907,0.007904528640210629,3.7016343412688e-06
5930,march imx reveals value is making a comeback,2019-04-09,GOOG,0.9990265369415283,0.00037033791886642575,0.0006030729273334146
5931,update google cloud announced 33 new partners including jp morgan chase dish usa today sprint viacom pg tyson foods unilever samsung ups,2019-04-09,GOOG,0.9999560117721558,4.260968489688821e-05,1.4092053106651292e-06
5932,google cloud next 19 welcome to the future of digital transformation google cloud blogpost,2019-04-09,GOOG,0.9985104203224182,0.0014708292437717319,1.874433655757457e-05
5933,intel and google cloud will collaborate on anthos,2019-04-09,GOOG,0.9999736547470093,2.095540548907593e-05,5.415356099547353e-06
5934,elastic and google cloud announce the expansion of their managed elasticsearch service partnership to make it faster and easier for users to deploy elasticsearch within their google cloud platform accounts,2019-04-09,GOOG,0.000568558753002435,0.9994303584098816,1.0278614581693546e-06
5935,info tech reporting season ahead high hopes despite signs of negative q1 earnings,2019-04-09,GOOG,1.6064726651165984e-06,0.9999934434890747,5.002594662073534e-06
5936,mckesson announces move to google cloud,2019-04-08,GOOG,0.9915999174118042,0.008375989273190498,2.4113369363476522e-05
5937,nautilus labs aims to boost fleet efficiency as imo 2020 fuel costs loom over ocean freight,2019-04-08,GOOG,2.4075112037280633e-07,0.9999997615814209,6.024190035702759e-09
5938,canadas democratic institutions minister says believes facebook twitter google has not yet done enough to help safeguard the oct election,2019-04-08,GOOG,0.9976054430007935,1.4864324839436449e-05,0.002379670273512602
5939,switching sides google ai expert accepts job at apple,2019-04-05,GOOG,0.999950647354126,2.7487496481626295e-05,2.179395596613176e-05
5940,fang stocks flying as nirvana spreads in the tech sector,2019-04-04,GOOG,0.9999798536300659,4.6016680244065356e-07,1.9645338397822343e-05
5941,google strengthens presence in cuba with etecsa team up,2019-04-02,GOOG,3.759948867809726e-06,0.9999960660934448,9.364256925437076e-08
5942,alphabets google cloud unit will offer new services based on intel optane memory chip,2019-04-02,GOOG,0.9999288320541382,6.671946903225034e-05,4.424979579198407e-06
5943,hitting send on the next 15 years of gmail google the keyword blog,2019-04-01,GOOG,0.9716215133666992,0.021265747025609016,0.007112792693078518
5944,memes survive eus internet copyright laws — for now,2019-03-29,GOOG,0.9987951517105103,6.977649172767997e-05,0.001135010621510446
5945,hud looking into twitter and google ad targeting practices,2019-03-28,GOOG,0.999962329864502,1.939337153089582e-06,3.573852882254869e-05
5946,mr google goes to washington to chat with trump,2019-03-28,GOOG,0.9999560117721558,3.068053615606914e-07,4.367525616544299e-05
5947,just met with sundarpichai president of google who is obviously doing quite well he stated strongly that he is totally committed to the us military not the chinese military tweet from pres trump,2019-03-27,GOOG,0.07567701488733292,0.9243022799491882,2.0674224288086407e-05
5948,oppenheimer trade desk shares unduly punished for possible cookie restrictions by google,2019-03-27,GOOG,0.9228114485740662,7.300152901734691e-06,0.07718124985694885
5949,mcclatchy and google partner on an experimental lab for local news google the keyword blog,2019-03-26,GOOG,0.9999910593032837,1.6564949874009471e-06,7.316155915759737e-06
5950,find and book vacation rentals google blog,2019-03-26,GOOG,0.999946117401123,1.0952778211503755e-05,4.2968113120878115e-05
5951,google sees eu copyright directive as improved but will still lead to legal uncertainty,2019-03-26,GOOG,0.027066051959991455,0.6719908118247986,0.30094313621520996
5952,a different way to play nasdaq stocks,2019-03-21,GOOG,0.9999592304229736,3.405227471375838e-05,6.632293207076145e-06
5953,ebay to begin rolling out google play on its marketplace platform,2019-03-21,GOOG,0.9999047517776489,9.478171705268323e-05,4.782638711731124e-07
5954,this day in market history jack dorsey sends the first tweet,2019-03-21,GOOG,0.9999948740005493,1.7620730830003595e-07,4.9522900553711224e-06
5955,shares of several tech stocks are trading higher in sympathy with the overall market after the federal reserve announced they will leave rates unchanged,2019-03-20,GOOG,0.013955926522612572,0.9860430955886841,9.915489727063687e-07
5956,how googles stadia video game streamer will be highly disruptive,2019-03-20,GOOG,0.3044951558113098,0.0012196000898256898,0.6942852139472961
5957,update alphabet says ec decision will impose €149b fine directs action related to adsense for search deal co sees accruing fine in q119,2019-03-20,GOOG,0.9984989166259766,0.0006722089601680636,0.0008289573015645146
5958,alphabet 8k shows ec announced decision certain contractual provisions in deals google had with adsense for search partners infringed european competition law,2019-03-20,GOOG,0.02219642698764801,0.0029022933449596167,0.9749012589454651
5959,google announces public launch of stadia video game service,2019-03-19,GOOG,0.7432462573051453,0.25668463110923767,6.910184310982004e-05
5960,google console reveal  game developers conference 2019 gdc2019 livestream youtube,2019-03-19,GOOG,0.9997370839118958,0.0002563398447819054,6.502407359221252e-06
5961,google expected to make gamingrelated announcement at 100 pm et,2019-03-19,GOOG,0.9999983310699463,1.44704642934812e-07,1.5446631778104347e-06
5962,analysts dissect nvidias product announcements evolutionary rather than gamechanging,2019-03-19,GOOG,0.9999682903289795,7.627565992152086e-07,3.095075589953922e-05
5963,us state attorney generals are taking first steps toward an alphabetgoogle probe,2019-03-15,GOOG,0.9996299743652344,0.00036425006692297757,5.76475213165395e-06
5964,a multifactor communication services etf arrives,2019-03-15,GOOG,0.999367892742157,0.000466277269879356,0.00016582754324190319
5965,a bit scrappier how cannabis marketers navigate social media restrictions,2019-03-15,GOOG,0.9937641024589539,3.203334563295357e-05,0.006203912664204836
5966,a recent upgrade for this growth sector,2019-03-12,GOOG,5.560468707699329e-07,0.9999991655349731,2.2494474194445502e-07
5967,alphabets waymo seeks outside investors the information,2019-03-11,GOOG,0.9990412592887878,0.0004884324735030532,0.0004702684236690402
5968,pwc exec biggest threat to banks may come from large tech firms — not fintech,2019-03-10,GOOG,0.032099492847919464,1.3523775805879268e-06,0.9678992033004761
5969,elizabeth warren proposes breaking up tech giants like amazon ny times,2019-03-08,GOOG,0.9996240139007568,3.732897994268569e-06,0.00037223612889647484
5970,what fintech platform moneylion hopes to gain by bringing attention to the gender pay gap,2019-03-07,GOOG,0.9758137464523315,0.024101218208670616,8.498447277816013e-05
5971,waymo starts selling sensors to lower cost of selfdriving cars earlier bloomberg article,2019-03-06,GOOG,0.9994188547134399,5.24589886481408e-05,0.0005287688691169024
5972,google says will not allow political ads in 2019 canadian election,2019-03-05,GOOG,0.9998795986175537,5.282100232761877e-07,0.00011988225014647469
5973,google to sell 500 products from jdcom deepening partnership nikkei asian review,2019-03-04,GOOG,0.7924145460128784,0.2075112760066986,7.426211959682405e-05
5974,amazon pulls out of massive office project in seattle,2019-03-01,GOOG,0.9994632601737976,2.1198149624979123e-05,0.0005155079998075962
5975,lyft says entities affiliated with alphabet beneficially owned 533 of class a common stock for ipo,2019-03-01,GOOG,0.9999943971633911,2.707241151256312e-07,5.371199222281575e-06
5976,youtube disables comments on videos featuring minors,2019-02-28,GOOG,0.0010199806420132518,8.173913812470346e-08,0.9989798665046692
5977,is liquidity drying up in 2019 business lending and spending suggest otherwise,2019-02-27,GOOG,0.36939167976379395,0.0005742819048464298,0.6300340294837952
5978,detroit to host forbes under 30 summit through 2021 a place for innovation,2019-02-26,GOOG,0.9984275102615356,0.0015686196275055408,3.887735147145577e-06
5979,soft touch home depots earnings miss caterpillar downgrade both appear to weigh,2019-02-26,GOOG,1.0725214849571785e-07,8.0078530118044e-07,0.9999990463256836
5980,roadies new funding round comes with an orange twist,2019-02-25,GOOG,0.9999911785125732,1.4698691757075721e-06,7.424066552630393e-06
5981,little league of esports is going public,2019-02-23,GOOG,0.9998527765274048,1.1455437487484232e-07,0.00014714033750351518
5982,wedbush downgrades fitbit ahead of q4 print says medtech opportunity priced into stock,2019-02-22,GOOG,0.3451485335826874,0.6546838283538818,0.00016765593318268657
5983,under pressure google to end mandatory arbitration for employees axios,2019-02-21,GOOG,0.9861074686050415,0.00020314737048465759,0.013689374551177025
5984,att says it has removed its advertising from youtube one month after announcing it was returning to the platform,2019-02-21,GOOG,0.9481893181800842,3.2558742532273754e-05,0.05177810415625572
5985,youtubewakeup what you need to know,2019-02-21,GOOG,0.9984885454177856,5.134834282216616e-05,0.0014601671136915684
5986,youtube axes hundreds of channels over child exploitation concerns engadget,2019-02-21,GOOG,0.999758780002594,9.774546924745664e-05,0.0001434975565643981
5987,thousandyear itch navigating disasters more regularly,2019-02-21,GOOG,0.9993429780006409,0.00012224556121509522,0.000534822465851903
5988,google spokesperson says ondevice microphone on google nest was never intended to be a secret and should have been listed in tech specifications says ondevice microphone has never been on is only activated when users specifically enable option,2019-02-20,GOOG,0.9996738433837891,5.8209941926179454e-05,0.0002679948811419308
5989,google says the microphone on its nest device was not intended to be a secret and is only on when users turn it on,2019-02-20,GOOG,0.9999821186065674,4.539528163149953e-06,1.3402967852016445e-05
5990,were excited to announce our intent to acquire data migration leader aloomainc expanding our ability to give enterprise customers an easy and secure way to migrate their data to google cloud tweet from google cloud,2019-02-19,GOOG,7.504135282943025e-06,0.9999924898147583,2.5821726978847437e-08
5991,alooma signs an agreement to join the google cloud family alooma blog post,2019-02-19,GOOG,0.9999853372573853,1.104868897527922e-05,3.6069966427021427e-06
5992,when a vc liked a potential investment so much she left google to join them,2019-02-15,GOOG,0.9998434782028198,1.3553330973081756e-06,0.00015516596613451838
5993,q4 13f roundup how buffett einhorn ackman and others adjusted their portfolios,2019-02-15,GOOG,0.9999269247055054,4.512416182933521e-07,7.256751996465027e-05
