fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2019-03-31,USD,56769000000,14413000000,4897000000,5228000000,1702000000,5680000000,42356000000,2860000000,5510000000,36452000000,20846000000,15606000000,None,1477000000,331000000,1803000000,1567000000,64595000000,13904000000,None,None,2078000000,499000000,49575000000,None,35043000000,1579000000,None,499000000,11826000000,14509000000,-7826000000,24502000000,4234000000,18000000,1480000000,ABBV
2018-12-31,USD,59352000000,16945000000,7289000000,8061000000,1605000000,5872000000,42407000000,2883000000,5513000000,36896000000,21233000000,15663000000,None,1420000000,772000000,1895000000,1208000000,67798000000,17239000000,1546000000,None,5308000000,3699000000,49492000000,None,35002000000,1609000000,None,3699000000,10385000000,1307000000,-8446000000,24108000000,3368000000,18000000,1496000000,ABBV
2018-09-30,USD,66164000000,18465000000,8015000000,8785000000,1786000000,5780000000,47699000000,2950000000,5499000000,42343000000,26625000000,15718000000,None,1463000000,770000000,2114000000,943000000,69085000000,15387000000,None,None,4021000000,3002000000,52208000000,None,37187000000,1019000000,None,3002000000,11366000000,15721000000,-2921000000,21849000000,6789000000,18000000,1511000000,ABBV
2023-05-31,USD,50128275000,23380073000,8535446000,8539928000,None,11005863000,26748202000,1534927000,2766344000,16400177000,1939083000,14461094000,69165000,176259000,4482000,2257485000,2808051000,24795844000,17092528000,2388474000,5788790000,10389000,700973000,6973818000,3041959000,43865000,10389000,None,3096213000,1580416000,539358000,25332431000,6127121000,18692118000,72000,631535162,ACN
2023-02-28,USD,47727289000,21060958000,6238787000,6242976000,None,10997530000,26666331000,1560691000,2694138000,16196602000,2005944000,14190658000,207302000,325251000,4189000,2318814000,2707460000,23964670000,16349522000,2470896000,5838662000,10815000,711385000,6920489000,3152531000,45155000,10815000,None,3208501000,1544993000,440970000,23762619000,5593010000,17500001000,72000,630845147,ACN
2022-11-30,USD,47115774000,20672460000,5899703000,5903798000,None,11211048000,26443314000,1634074000,2575758000,15820700000,2030014000,13790686000,256740000,324382000,4095000,2158309000,2765867000,24141163000,16460246000,2417777000,5036650000,9430000,717293000,6989578000,3245495000,45122000,9430000,None,3300047000,1431329000,448444000,22974611000,5169967000,16981432000,72000,630137262,ACN
2022-08-31,USD,47263390000,21610871000,7889833000,7893806000,None,10484211000,25652519000,1659140000,2490187000,15064101000,1930808000,13133293000,164164000,317972000,3973000,1940290000,2667595000,25157293000,17523496000,2559485000,5190763000,9175000,55068000,6992806000,3270688000,0,9175000,None,55068000,1510925000,462233000,22106097000,6678037000,18203842000,72000,632095422,ACN
2022-05-31,USD,46095198000,21007740000,6703568000,6707890000,None,10816679000,25087458000,1665478000,2625468000,14320738000,1821295000,12499443000,256228000,331503000,4322000,2080776000,2537553000,24706104000,16562592000,2384352000,5295129000,8768000,742573000,7520883000,3428294000,51546000,8768000,None,3488608000,571185000,452792000,21389094000,6122402000,17177358000,72000,632749442,ACN
2022-02-28,USD,44317837000,19185130000,5466116000,5472147000,None,10342236000,25132707000,1656792000,2577785000,14271916000,1844093000,12427823000,319050000,336876000,6031000,2122107000,2610941000,23757814000,15540122000,2229221000,5409620000,9092000,737473000,7620736000,3491900000,52152000,9092000,None,3553144000,620907000,440369000,20560023000,5297349000,16028399000,72000,633956712,ACN
2021-11-30,USD,43674743000,18621652000,5637117000,5644085000,None,10032721000,25053091000,1654065000,2466716000,14341352000,1945448000,12395904000,287019000,325714000,6968000,1857166000,2690227000,23321544000,15232007000,2210163000,4707707000,9089000,747374000,7504078000,3412305000,55884000,9089000,None,3477278000,663246000,562928000,20353199000,4079625000,15110688000,72000,632280932,ACN
2021-08-31,USD,43175843000,19666511000,8168174000,8172468000,None,8796992000,23509332000,1639105000,2412449000,12836799000,1710938000,11125861000,378093000,329526000,4294000,1765831000,2455412000,23646389000,15708867000,2274057000,4929257000,12080000,65553000,7369862000,3441081000,0,12080000,None,65553000,1278136000,553839000,19529454000,3408491000,13988748000,72000,633546144,ACN
2021-05-31,USD,42124884000,21144858000,10009380000,10013813000,None,8637841000,20980026000,1538778000,2552204000,10361122000,1216809000,9144313000,344411000,327497000,4433000,1657604000,1843553000,22782039000,14929559000,1926910000,4929647000,9157000,742728000,7301361000,3377080000,61629000,9157000,None,3447866000,729499000,545994000,19342845000,4639423000,15004281000,72000,635203753,ACN
2021-02-28,USD,39985401000,19560720000,9166578000,9170096000,None,7986153000,20424681000,1500781000,2522213000,9960665000,1208546000,8752119000,263753000,306162000,3518000,1665232000,1781015000,21677374000,14090668000,1740395000,4866818000,9040000,742122000,7052306000,3406027000,59323000,9040000,None,3474390000,693839000,514221000,18308027000,3913917000,14035805000,72000,635993980,ACN
2020-11-30,USD,38268311000,18626094000,8594003000,8677151000,None,7799770000,19642217000,1506825000,2414951000,9208396000,1080985000,8127411000,370795000,298906000,83148000,1401232000,1669818000,20361810000,12819099000,1513442000,4193048000,8925000,741803000,7022996000,3360063000,59881000,8925000,None,3428869000,707072000,594833000,17906501000,3163841000,13276702000,72000,634271482,ACN
2020-08-31,USD,37078593000,17749756000,8415330000,8509639000,None,7192110000,19328837000,1545568000,2313731000,8739038000,1029218000,7709820000,369966000,324514000,94309000,1393225000,1646018000,20078057000,12662590000,1349874000,4327672000,7820000,61872000,6916830000,3423641000,0,7820000,None,61872000,712197000,534421000,17000536000,2565761000,12375533000,72000,635887742,ACN
2020-05-31,USD,35057319000,16146236000,6442261000,6445937000,None,7677366000,18911083000,1445183000,2238805000,8366600000,1032006000,7334594000,59781000,270984000,3676000,1354698000,1638024000,19042713000,11828281000,1405977000,4175342000,8697000,747339000,6745393000,3443182000,60342000,738642000,None,3512221000,604037000,405544000,16014606000,3085444000,12565857000,72000,636146240,ACN
2020-02-29,USD,33503430000,15405293000,5436456000,5440099000,None,7785957000,18098137000,1425432000,2191823000,7606811000,908121000,6698690000,140169000,284261000,3643000,1447245000,1506327000,18028841000,11177575000,1526135000,4223647000,6697000,744478000,6405049000,3390329000,13183000,737781000,None,3410209000,840243000,265616000,15474589000,2571256000,11867507000,72000,637485626,ACN
2019-11-30,USD,33170712000,15606104000,5810537000,5813840000,None,7908781000,17564608000,1386440000,2096462000,7129311000,829307000,6300004000,98125000,278765000,3303000,1214878000,1394191000,18003574000,11199408000,1581112000,3571825000,3698000,714485000,6370096000,3362438000,15935000,710787000,None,3382071000,817239000,282251000,15167138000,1977391000,11236275000,72000,635722309,ACN
2019-08-31,USD,29789880000,15450601000,6126853000,6130166000,None,7467338000,14339279000,1391166000,1956029000,7046329000,840779000,6205550000,88811000,240313000,3313000,1225364000,None,15380872000,11061896000,1646641000,3754059000,6411000,6411000,3900293000,None,16247000,6411000,None,22658000,504751000,3185590000,14409008000,1388376000,10421538000,72000,637049388,ACN
2019-05-31,USD,28156360000,14141660000,4769158000,4772496000,None,7544573000,14014700000,1341548000,2074736000,6922659000,843843000,6078816000,131648000,235286000,3338000,1235017000,1431695000,14419036000,10551987000,1562995000,None,4137000,4137000,3461415000,None,19855000,4137000,None,23992000,754266000,425554000,13737324000,3761010000,11709317000,72000,637831341,ACN
2019-02-28,USD,27390208000,13833300000,4464889000,4468000000,None,7579589000,13556908000,1282765000,2027164000,6514739000,731883000,5782856000,32656000,229085000,3111000,1213889000,1280128000,14053175000,10219049000,1472130000,None,4365000,4365000,3442614000,None,19753000,4365000,None,24118000,835431000,437285000,13337033000,3357665000,11421964000,72000,638639729,ACN
2018-11-30,USD,26706412000,13540408000,4363790000,4366906000,None,7450798000,13166004000,1243268000,1928809000,6219615000,696928000,5522687000,80782000,231980000,3116000,1150445000,1219542000,14027556000,10176335000,1355538000,None,4727000,4727000,3474509000,None,19896000,4727000,None,24623000,809765000,423288000,12678856000,2748448000,10384064000,72000,638877445,ACN
2018-08-31,USD,24449083000,13585559000,5061360000,5064552000,None,4996454000,10863524000,1264020000,1862098000,6070122000,687110000,5383012000,23599000,215532000,3192000,1024639000,1185993000,14084330000,10151751000,1348802000,3455806000,5337000,25013000,3572744000,None,0,5337000,None,25013000,892873000,441723000,10364753000,2116948000,7952413000,72000,640575241,ACN
2023-06-30,USD,28518000000,15496000000,10770000000,13084000000,None,1035000000,12338000000,204000000,None,10366000000,437000000,9929000000,None,None,2314000000,615000000,479000000,7725000000,3322000000,225000000,3777000000,None,None,4403000000,None,3612000000,None,3612000000,3612000000,1220000000,759000000,20793000000,5563000000,14498000000,None,786000000,ATVI
2023-03-31,USD,27393000000,14519000000,9236000000,12516000000,None,764000000,12252000000,199000000,None,10366000000,437000000,9929000000,None,None,3280000000,524000000,507000000,7278000000,2817000000,177000000,3353000000,None,None,4461000000,None,3611000000,None,3611000000,3611000000,987000000,818000000,20115000000,5563000000,13911000000,None,785000000,ATVI
2022-12-31,USD,27383000000,14469000000,7060000000,11992000000,None,1204000000,12483000000,193000000,798000000,10371000000,442000000,9929000000,None,None,4932000000,633000000,508000000,8140000000,3555000000,324000000,4188000000,None,None,4747000000,None,3611000000,None,3611000000,3611000000,1143000000,816000000,19243000000,5563000000,13171000000,None,785000000,ATVI
2022-09-30,USD,25620000000,13110000000,7743000000,10688000000,None,658000000,12354000000,171000000,None,10376000000,448000000,9928000000,None,None,2945000000,753000000,541000000,6812000000,2278000000,229000000,1979000000,None,None,4534000000,None,3610000000,None,3610000000,3610000000,1070000000,826000000,18808000000,5563000000,12768000000,None,782000000,ATVI
2022-06-30,USD,24994000000,12507000000,10483000000,10483000000,None,572000000,12363000000,175000000,None,10384000000,453000000,9931000000,None,None,None,684000000,545000000,6746000000,2024000000,197000000,1747000000,None,None,4722000000,None,3609000000,None,3609000000,3609000000,980000000,862000000,18248000000,5563000000,12333000000,0,782000000,ATVI
2022-03-31,USD,25012000000,12486000000,10967000000,10967000000,None,530000000,12237000000,174000000,None,10244000000,445000000,9799000000,None,None,None,556000000,511000000,7181000000,2291000000,207000000,1635000000,None,None,4890000000,None,3608000000,None,3608000000,3608000000,1249000000,907000000,17831000000,5563000000,12053000000,0,780000000,ATVI
2021-12-31,USD,25056000000,12556000000,10423000000,10423000000,None,972000000,12526000000,169000000,856000000,10246000000,447000000,9799000000,None,None,None,712000000,497000000,7457000000,2411000000,285000000,2218000000,None,None,5258000000,None,3608000000,None,3608000000,3608000000,1008000000,932000000,17599000000,5563000000,12025000000,0,777000000,ATVI
2021-09-30,USD,23977000000,11211000000,9718000000,9718000000,None,585000000,12417000000,171000000,None,10214000000,449000000,9765000000,None,None,None,681000000,632000000,7027000000,2016000000,248000000,1744000000,None,None,5011000000,None,3607000000,None,3607000000,3607000000,924000000,971000000,16950000000,5563000000,11460000000,0,778000000,ATVI
2021-06-30,USD,23572000000,10887000000,9209000000,9209000000,None,682000000,12418000000,174000000,None,10214000000,449000000,9765000000,None,None,None,747000000,583000000,7286000000,2253000000,217000000,2158000000,None,None,5033000000,None,3606000000,None,3606000000,3606000000,978000000,916000000,16286000000,5563000000,10821000000,0,777000000,ATVI
2021-03-31,USD,23425000000,10922000000,9281000000,9281000000,None,773000000,12296000000,192000000,None,10211000000,446000000,9765000000,None,None,None,585000000,643000000,8094000000,3181000000,225000000,2959000000,None,None,4913000000,None,3606000000,None,3606000000,3606000000,1497000000,942000000,15331000000,5563000000,9945000000,0,775000000,ATVI
2020-12-31,USD,23109000000,10565000000,8647000000,8647000000,None,1052000000,12384000000,209000000,841000000,10216000000,451000000,9765000000,None,None,None,514000000,641000000,8072000000,3100000000,295000000,3389000000,None,1481000000,4972000000,None,3605000000,None,3605000000,3605000000,1116000000,949000000,15037000000,5563000000,9691000000,0,771000000,ATVI
2020-09-30,USD,21577000000,9002000000,7415000000,7415000000,None,619000000,12430000000,211000000,None,10233000000,469000000,9764000000,None,None,None,570000000,699000000,7195000000,2187000000,224000000,2208000000,None,None,5008000000,None,3604000000,None,3604000000,3604000000,855000000,924000000,14382000000,5563000000,9183000000,0,772000000,ATVI
2020-06-30,USD,20220000000,7719000000,6338000000,6338000000,None,614000000,12367000000,222000000,None,10247000000,484000000,9763000000,None,None,None,436000000,677000000,6538000000,2557000000,177000000,2422000000,None,None,3981000000,None,2676000000,None,2676000000,2676000000,1158000000,869000000,13682000000,5563000000,8579000000,0,771000000,ATVI
2020-03-31,USD,19604000000,7119000000,5906000000,5906000000,None,590000000,12395000000,236000000,None,10261000000,498000000,9763000000,None,None,None,330000000,664000000,6583000000,2560000000,158000000,2164000000,None,None,4023000000,None,2675000000,None,2675000000,2675000000,1338000000,890000000,13021000000,5563000000,7999000000,0,769000000,ATVI
